path,path_normalized,filename,file_modified_time,file_added_time,file_size,file_hash,sampleRate,nChannels,domain,product,offset,length,lengthMs,centroid,loudness,peak,druminess,lateTransient,coord_x,coord_y,coord_z,coord_w,category,star,unsupported,format
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons Clap/MaxV - SM Clap11.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons Clap/MaxV - SM Clap11.wav,MaxV - SM Clap11.wav,1223725400,1623679744,87596,41749fdfa3a1e5e2336b30449be6bda2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,43776,992.653,0.734062,-3.85972,0.503235,0.965209,0.0,0.654862,0.487734,-0.0302602,-0.0478995,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons SD-8/MaxV - SQSM-04.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons SD-8/MaxV - SQSM-04.wav,MaxV - SQSM-04.wav,1223725402,1623679744,23562,28fbd78e122213cae71861d443418cfa,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11759,266.644,0.410198,-5.33824,0.965332,0.944192,0.0,0.281905,0.411428,0.104437,-0.0792627,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd63.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd63.wav,MaxV - Glexd63.wav,1223725408,1623679746,97134,f6c8ca01af958016fa5dbac21086f63a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,48545,1100.79,0.810016,-3.22628,1.0,0.947896,0.0,0.867871,0.698678,0.0479317,-0.0130011,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd44.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd44.wav,MaxV - Glexd44.wav,1223725408,1623679746,16378,c22ff6af624fc4cecf79a08b624850b3,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,8167,185.193,0.838424,-4.39446,0.948883,0.970588,0.0,0.88574,0.324999,0.0229877,0.0195544,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd57.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd57.wav,MaxV - Glexd57.wav,1223725408,1623679746,22404,928b1dd6f8cfdc8ba359ca86a4401281,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11180,253.515,0.113834,-7.59162,0.984467,0.984883,0.0,0.0641529,0.510369,0.0456406,0.00252649,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha PS-55/Pedal High Hat.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha PS-55/Pedal High Hat.wav,Pedal High Hat.wav,1223725408,1623679746,3048,b2cab7680de64050874a70361f287668,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,1502,34.059,0.821409,-6.47186,0.999969,0.935987,0.0,0.833381,0.120656,0.0513575,0.0612232,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Cymbal.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Cymbal.wav,MR10Cymbal.wav,1223725408,1623679746,69214,c050d2d4368e0b435ff42d6190fe841a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34585,784.24,0.899581,-2.02975,0.999054,0.902281,0.000296682,0.929626,0.581601,0.0760747,-0.00904254,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5C 008.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5C 008.wav,EX5C 008.wav,1223725406,1623679745,105842,a1efa21543fe0bbb24a84f9dfbefee61,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,52899,1199.52,0.586634,-3.85048,0.997955,0.989929,0.0,0.716689,0.34289,0.114034,-0.0176284,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/SIMMONS SD-5/MaxV - SDS5 30.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/SIMMONS SD-5/MaxV - SDS5 30.wav,MaxV - SDS5 30.wav,1223725402,1623679744,70058,3058b289ce507f54634148e3a056ab8d,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,35007,793.81,0.216843,-7.0828,0.999969,0.974063,0.0,0.309628,0.642727,-0.00126832,-0.00136572,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX-11/MaxV - RX11 CLHAT2.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX-11/MaxV - RX11 CLHAT2.wav,MaxV - RX11 CLHAT2.wav,1223725410,1623679746,14634,6184211a76807d2c1836c28fc4ebff2e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7295,165.419,0.596349,-5.80428,0.985107,0.995772,0.0,0.76182,0.205642,0.026424,-0.0024319,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha PS-55/Acoustic Snare.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha PS-55/Acoustic Snare.wav,Acoustic Snare.wav,1223725408,1623679746,7958,3d2f1bb1308a885829136cd58a6752aa,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,3957,89.7279,0.468768,-9.54539,0.999969,0.995121,0.0,0.376321,0.278948,0.0644076,0.0473848,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons Clap/MaxV - SM Clap7.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Simmons Clap/MaxV - SM Clap7.wav,MaxV - SM Clap7.wav,1223725400,1623679744,87596,bcb2f7bb907be192f55c43c6cbff49b3,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,43776,992.653,0.706285,-4.95634,0.502869,0.921219,0.0,0.591919,0.476035,-0.0425135,-0.0487314,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 040.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 040.wav,MaxV - 040.wav,1223725408,1623679746,68522,109ceedd6bd34ad34f4ccb31ce289d57,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34239,776.395,0.556311,-13.6127,0.548767,0.986579,0.0,0.360064,0.37182,-0.0327013,0.0280947,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 039.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 039.wav,MaxV - 039.wav,1223725408,1623679746,68522,7875509493525675e0d2cbdd6ce754c4,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34239,776.395,0.422799,-12.3809,0.738678,0.971086,0.0,0.362176,0.546609,0.0163766,0.191924,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 059.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 059.wav,Yamaha CS6 059.wav,1223725404,1623679745,31622,b74285a29eaa8580fb50a114a525be4e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,15789,358.027,0.684536,-9.14772,1.0,0.953589,0.0,0.540526,0.363363,0.209425,-0.0238135,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 076.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 076.wav,Yamaha CS6 076.wav,1223725404,1623679745,50006,0887efc6aaa6a7f96a1a5aea2283af70,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,24981,566.463,0.311547,-8.45817,0.999969,0.163595,0.0,0.360757,0.276648,-0.101153,0.0230275,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5A 033.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5A 033.wav,EX5A 033.wav,1223725406,1623679745,63016,18147d6ecfc638bffe4e34dcd5081f35,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,31486,713.968,0.199279,-8.46473,0.999969,0.955567,0.0,0.353425,0.66106,0.0424671,0.0361429,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Virtual MPC Electronics/MaxV - Tom3.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Virtual MPC Electronics/MaxV - Tom3.wav,MaxV - Tom3.wav,1223725402,1623679744,57286,1e067581b2e9087a367334fb37fad034,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28621,649.002,0.19891,-5.36292,0.943512,0.97334,0.0,0.0547782,0.556553,-0.00251256,-0.012221,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 034.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha Mr-10/MaxV - 034.wav,MaxV - 034.wav,1223725408,1623679746,68522,7c080a2829ec3cd38b5513afad17d041,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34239,776.395,0.568925,-12.2465,0.787231,0.990154,0.0,0.0392791,0.276081,0.0398644,0.0240782,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX5/RX5Edge.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX5/RX5Edge.wav,RX5Edge.wav,1223725410,1623679746,103018,aafef76b680d25b0ea4316cd27d6617f,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,51487,1167.51,0.731496,-8.08428,0.960114,0.634513,0.0,0.799509,0.729617,0.0171095,-0.0196052,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5A 029.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5A 029.wav,EX5A 029.wav,1223725406,1623679745,66868,b68e3abcfcc2fd57f503d6b390ba5710,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,33412,757.642,0.508665,-10.5312,0.999969,0.988721,0.0,0.476004,0.430484,-0.0300987,-0.0116219,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 042.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 042.wav,Yamaha CS6 042.wav,1223725404,1623679745,13654,a65c545fb75fcb1e354e144961fb12ea,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6805,154.308,0.165792,-10.0901,1.0,0.991838,0.0,0.138058,0.239392,0.0315749,0.0218734,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 B 004.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 B 004.wav,Yamaha CS6 B 004.wav,1223725406,1623679745,404732,8cee63fa2174719823a02f8b4499588e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,202344,4588.3,0.743326,-1.28272,1.0,0.0984748,0.0431604,0.588468,0.80266,0.00827623,0.0173539,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Vermona Drum/MaxV - Kick.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Vermona Drum/MaxV - Kick.wav,MaxV - Kick.wav,1223725402,1623679744,65706,5b4f272f93d878490fd6c2277a35fc4e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,2,32831,744.467,0.618435,-16.7182,0.547424,0.992166,0.0,0.0662742,0.242899,0.0622057,0.0273251,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX21L/RX21LTimbaleHi.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX21L/RX21LTimbaleHi.wav,RX21LTimbaleHi.wav,1223725410,1623679746,40346,1190639bf9fb468dea96a8b6b992820a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,20151,456.939,0.605051,-8.7195,1.0,0.963437,0.0,0.613698,0.511647,-0.0324627,0.130001,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5B 016.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX5/EX5B 016.wav,EX5B 016.wav,1223725406,1623679745,76724,c0c4450690f0e114e180082a3b0044bf,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,38340,869.388,0.493737,-8.76791,0.993073,0.794188,0.0,0.566868,0.591133,-0.0756816,-0.000768702,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Vermona Drum/MaxV - HH Op.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Vermona Drum/MaxV - HH Op.wav,MaxV - HH Op.wav,1223725402,1623679744,175018,64296ec8a25c0917469cad6e44379211,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,87487,1983.83,0.914446,-11.9463,0.408813,0.989095,0.0,0.936264,0.621691,0.0807195,-0.0049385,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Kick02.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Kick02.wav,MR10Kick02.wav,1223725408,1623679746,18588,acf430d2ca57165890e52da80039385e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,9272,210.249,0.115341,-5.18912,0.997803,0.983323,0.0,0.0846109,0.302605,0.0268476,0.0151044,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Hat_O.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha MR10/MR10Hat_O.wav,MR10Hat_O.wav,1223725408,1623679746,38300,2d78079e66a7a2cab9658f5ca642552c,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,19128,433.741,0.905621,-4.39253,0.888153,0.946054,0.0,0.938805,0.555539,0.0861046,-0.000476455,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX11/RX11Clap.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX11/RX11Clap.wav,RX11Clap.wav,1223725410,1623679746,9338,bc2f18aee625f7a2544c43de5f8ef7a6,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4647,105.374,0.682985,-6.06288,1.0,0.858379,0.0,0.647396,0.371318,-0.130662,0.026973,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 012.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha CS6/Yamaha CS6 012.wav,Yamaha CS6 012.wav,1223725404,1623679745,18660,239fb66810ba17569d16c54382796c32,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,9308,211.066,0.43833,-6.45145,0.999969,0.0937199,0.0,0.46281,0.622701,-0.0551501,-0.00200561,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Serge Modular/MaxV - SergeClick3.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Serge Modular/MaxV - SergeClick3.wav,MaxV - SergeClick3.wav,1223725400,1623679744,1894,5df2beb7fda3502103d239f34668380b,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,925,20.9751,0.508466,-18.6795,0.954803,0.953653,0.0,0.500816,0.0409379,-0.0140499,0.0513595,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd81.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd81.wav,MaxV - Glexd81.wav,1223725408,1623679746,57680,6dfcab57e075c54a7243c211a97b5517,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28818,653.469,0.769459,4.05798,1.0,0.0039224,0.0,0.753362,0.812266,0.0265845,-0.00230806,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd80.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd80.wav,MaxV - Glexd80.wav,1223725408,1623679746,20572,da58cd9f3c5ffa13b413c4be1b8410c2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,10264,232.744,0.815528,-4.64606,0.866364,0.377392,0.0,0.811383,0.292774,0.000558055,0.0904016,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Siel MPD-40/MaxV - Kick.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Siel MPD-40/MaxV - Kick.wav,MaxV - Kick.wav,1223725400,1623679744,8298,521d9a9e66c3e94be6818c601e562e56,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4127,93.5828,0.216369,-6.8747,1.0,0.994474,0.0,0.142058,0.237976,-0.0184915,-0.00885758,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd79.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd79.wav,MaxV - Glexd79.wav,1223725408,1623679746,5820,d9792ef73c0f6390512c42754a048e6f,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2888,65.4875,0.89553,-7.17542,0.912872,0.503724,0.0,0.905651,0.12607,0.041694,0.055108,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX 21/MaxV - AGOGO_H.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha RX 21/MaxV - AGOGO_H.wav,MaxV - AGOGO_H.wav,1223725408,1623679746,26244,4eea08e3ece1801ee92b281ccdc4a594,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13100,297.052,0.756869,-8.80411,1.0,0.92363,0.0,0.890673,0.451014,0.0786432,-0.0051829,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd77.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd77.wav,MaxV - Glexd77.wav,1223725408,1623679746,7654,04bd0794591c7372068f838ea3343852,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,3805,86.2812,0.862862,-6.76366,0.947723,0.425383,0.0,0.736711,0.180419,0.0604726,-0.00956575,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd76.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd76.wav,MaxV - Glexd76.wav,1223725408,1623679746,74366,32c4dd987cfb758441e21983249715c0,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,37161,842.653,0.206042,-6.99615,1.0,0.957964,0.0,0.367618,0.624791,0.0199177,0.0221841,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Visco Space drums/MaxV - HH Op.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Visco Space drums/MaxV - HH Op.wav,MaxV - HH Op.wav,1223725402,1623679744,87594,9031039efc1d64ba478b6e4e785ddfae,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,43775,992.63,0.808573,-9.79033,0.505524,0.904484,0.0,0.897194,0.499351,0.125686,0.0521102,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd75.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd75.wav,MaxV - Glexd75.wav,1223725408,1623679746,9350,8f37b04250b83d51ce1a4921f80c21dd,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4653,105.51,0.623385,-9.6696,1.0,0.972989,0.0,0.582094,0.164787,0.0471897,0.0421654,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd74.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd74.wav,MaxV - Glexd74.wav,1223725408,1623679746,25456,ec356d89b1f136f9ff59dd47ff28a870,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,12706,288.118,0.564988,-9.88801,0.998047,0.95342,0.0,0.482099,0.380094,-0.0499741,-0.00649174,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd73.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd73.wav,MaxV - Glexd73.wav,1223725408,1623679746,19554,95e4ece43d69884d7cedd359f0e06def,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,9755,221.202,0.605262,-11.1421,1.0,0.923707,0.0,0.461354,0.322506,-0.0454703,0.000530283,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd72.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd72.wav,MaxV - Glexd72.wav,1223725408,1623679746,13888,e2690dcf2bfacfbbc4b4a33df3c8cae2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6922,156.961,0.553539,-11.8888,1.0,0.951657,0.0,0.425322,0.382501,-0.00442142,0.0142861,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd71.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd71.wav,MaxV - Glexd71.wav,1223725408,1623679746,35508,98af52b622e3109f9647d25b1b1d8c4b,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,17732,402.086,0.648991,-6.42619,0.999969,0.665832,0.0,0.582338,0.478196,-0.000619475,-0.0707569,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd70.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd70.wav,MaxV - Glexd70.wav,1223725408,1623679746,23790,4a96b3cdeae3716b384f207d914d8d0e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11873,269.229,0.507515,-10.6211,0.999969,0.98452,0.0,0.43228,0.400852,-0.0151047,0.000390558,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd69.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd69.wav,MaxV - Glexd69.wav,1223725408,1623679746,27880,920a0bec09c1c5b5415ff627fd4df9d2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13918,315.601,0.641004,-8.4619,1.0,0.930634,0.0,0.538954,0.416486,0.0251988,-0.030775,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Wersi WM 24/MaxV - Clave.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Wersi WM 24/MaxV - Clave.wav,MaxV - Clave.wav,1223725404,1623679744,68522,e21d1c8bc1c0fea53946e841e4df1593,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34239,776.395,0.755012,-14.5573,0.455078,0.37517,0.0,0.633947,0.0132755,0.0148225,0.0673325,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd68.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd68.wav,MaxV - Glexd68.wav,1223725408,1623679746,15506,620f376fd35cb823c539b111a7dae6ad,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7731,175.306,0.445368,-8.57621,0.995026,0.967349,0.0,0.409216,0.361452,-0.00953658,0.0325204,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd67.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd67.wav,MaxV - Glexd67.wav,1223725408,1623679746,20488,1ce1f52ba68a27e33f0cce0b7b7408a5,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,10222,231.791,0.580966,-9.21853,0.999969,0.993886,0.0,0.46683,0.380534,-0.0780156,-0.0091889,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd66.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd66.wav,MaxV - Glexd66.wav,1223725408,1623679746,24550,f9195b3fd95dc06eb08225e573d76c99,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,12253,277.846,0.911664,-5.22879,0.999969,0.927933,0.0,0.917331,0.399981,0.0804508,0.0137502,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd65.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Yamaha EX7 Drums/MaxV - Glexd65.wav,MaxV - Glexd65.wav,1223725408,1623679746,25848,32e50d160c909a1d9f54fa09c2efbcbf,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,12902,292.562,0.891958,-4.63589,0.999969,0.917381,0.0,0.908138,0.435408,0.0987113,-0.00109065,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Univox Micro-Rhythmer 12/MaxV - Unvx - 02.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Univox Micro-Rhythmer 12/MaxV - Unvx - 02.wav,MaxV - Unvx - 02.wav,1223725402,1623679744,7936,d71ff25dfb4188020bcd308a768fe2ba,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,3946,89.4785,0.832092,-7.68725,0.863281,0.964401,0.0,0.921146,0.158745,0.0710704,0.0542227,HHC,0,,wav
